age,annual_income,credit_score,debt_to_income_ratio,loan_amount,employment_years,employment_type,education_level,marital_status,property_ownership,loan_approved
38,3648420.021497344,581.0,0.7012301524085008,21912757.538551457,13.0,Full-time,High School,Single,Mortgage,Rejected
46,5232336.56977077,592.0,0.12225293987344765,26233715.464123156,4.0,Unemployed,PhD,Married,Own,Rejected
67,5802762.892302638,568.0,0.8742970770749625,29535724.0712608,28.0,Full-time,Bachelor,Married,Own,Rejected
38,8578719.87501416,496.0,0.0596395846287715,23814179.737058286,,Self-employed,High School,Single,Own,Rejected
52,5944426.953752936,836.0,0.3177305466176398,35376613.483986355,14.0,Full-time,Bachelor,Single,Own,Rejected
26,7982202.131439752,319.0,0.991151645148187,36211481.47926496,26.0,Self-employed,Bachelor,Single,Rent,Rejected
48,4046366.428917411,704.0,0.4223278791029953,22577600.67388356,24.0,Unemployed,High School,Single,Rent,Rejected
62,7330426.827027351,414.0,0.13115622396525872,7980694.256268321,15.0,Full-time,Master,Divorced,Own,Approved
24,4237603.819020143,325.0,0.9692946620490801,32391307.14468601,15.0,Full-time,High School,Married,Mortgage,Rejected
49,3165966.3970487574,694.0,0.9841396470417361,38874878.90518474,3.0,Part-time,Bachelor,Married,Rent,Rejected
68,3081446.483577529,680.0,0.18704268523871437,32267366.538993534,24.0,Self-employed,PhD,Married,Rent,Approved
62,1000000.0,,0.8648038087401708,29814683.526493963,8.0,Full-time,High School,Single,Own,Rejected
27,6708165.245880317,838.0,0.39042332619389175,12241187.57049571,0.0,Part-time,High School,Married,Rent,Approved
61,2419609.9273199826,382.0,0.38136846448671446,32611715.000143655,4.0,Full-time,High School,Divorced,Rent,Rejected
31,7816290.469227434,849.0,0.26269763189690165,17407954.514234386,8.0,Full-time,High School,Married,Mortgage,Approved
61,4651558.995358918,744.0,0.04471027455489651,46058384.27785096,19.0,Full-time,High School,Married,Rent,Approved
32,1890270.5037304815,386.0,0.2680089836852235,33032284.545239057,4.0,Part-time,Master,Married,Own,Approved
45,2764539.673919049,686.0,0.053776905333052016,14630804.15870683,3.0,Self-employed,Master,Divorced,Mortgage,Rejected
37,5381269.884628662,697.0,0.9243720463599634,24173418.558832575,,Full-time,Master,Single,Rent,Approved
61,1240085.0549122319,585.0,0.6617206723927285,42482482.51836718,15.0,Full-time,Bachelor,Single,Rent,Rejected
68,6179890.013908726,668.0,0.8866226500163915,17437733.607949726,1.0,Part-time,Master,Divorced,Mortgage,Rejected
39,1967335.4238810993,721.0,0.7172906814705706,26746587.937466674,25.0,Full-time,Bachelor,Divorced,Rent,Approved
35,3522047.3362709535,742.0,0.13128687108263926,34303828.6893246,15.0,Self-employed,Bachelor,Married,Mortgage,Rejected
56,5397440.670749782,819.0,0.9405815367352979,37971937.60251034,17.0,Full-time,Bachelor,Single,Rent,Rejected
22,5935221.380346396,587.0,0.8998930536327671,9520716.578172497,,Full-time,High School,Single,Own,Rejected
46,6595439.592521874,394.0,0.3480760779010357,28692462.929187164,15.0,Full-time,Master,Married,Mortgage,Rejected
34,2386907.9729738263,340.0,0.1115333403516765,45697795.12431387,28.0,Self-employed,Bachelor,Divorced,Rent,Approved
53,4383094.4139756495,630.0,0.7041547507888738,48449629.293975,0.0,Unemployed,Master,Single,Rent,Rejected
64,7185999.003968249,454.0,0.7283613027367225,33151107.085408553,15.0,Full-time,Bachelor,Married,Mortgage,Rejected
41,4383576.067967739,803.0,0.8968290448407071,49199379.4038393,2.0,Full-time,Bachelor,Divorced,Rent,Rejected
59,5588548.902408925,574.0,0.05265575945107992,28966027.1998309,14.0,Full-time,High School,Single,Mortgage,Rejected
42,5324878.516888137,478.0,0.14170383802737185,22687646.45926573,29.0,Part-time,Bachelor,Married,Mortgage,Rejected
68,7602474.302582317,436.0,0.5982487928791823,28027785.48846405,10.0,Part-time,Master,Single,Own,Rejected
23,4068181.611648758,479.0,0.6191315508700825,6669907.3189125825,9.0,Unemployed,High School,Married,Own,Rejected
60,2220102.142593929,481.0,0.03360966231500628,20684080.064584002,16.0,Self-employed,PhD,Divorced,Own,Rejected
42,3064256.2197282026,558.0,0.3969320510616584,23461847.598495904,3.0,Self-employed,Bachelor,Single,Mortgage,Rejected
66,5377687.959967044,542.0,0.5841617312760491,42582762.13732793,16.0,Full-time,High School,Married,Own,Rejected
28,1860918.5073398855,395.0,0.7379113331517339,38173781.04437991,3.0,Full-time,Bachelor,Divorced,Rent,Rejected
43,3911172.0298650553,496.0,0.31615069177832855,30469902.676015235,18.0,Part-time,Master,Divorced,Own,Rejected
40,,825.0,0.48390349302184144,18016584.50893723,24.0,Full-time,Bachelor,Married,Rent,Rejected
60,3466815.790713184,686.0,0.8140548723120092,10164694.698940197,0.0,Full-time,Bachelor,Married,Rent,Rejected
65,5653706.4955066675,707.0,0.9538950638977405,18040486.024816766,13.0,Full-time,Bachelor,Single,Mortgage,Approved
35,6448823.524696571,568.0,0.2303146753898455,34310399.476997465,23.0,Full-time,Bachelor,Single,Rent,Approved
44,5909817.199905349,470.0,0.2530422058198962,13888852.155166622,10.0,Full-time,High School,Married,Rent,Rejected
45,1904990.079895545,469.0,0.9398181874338755,21917448.08974913,,Full-time,High School,Single,Mortgage,Rejected
68,5158364.375139254,458.0,0.3959111507626836,19951741.50920242,27.0,Full-time,High School,Married,Rent,Rejected
64,5314884.6136775,808.0,0.7183483245207427,38513913.12576195,6.0,Full-time,High School,Married,Mortgage,Rejected
28,4238139.763575015,746.0,0.6122652287298762,44305566.050747074,16.0,Full-time,High School,Married,Rent,Rejected
34,,381.0,0.2855876797940563,35269176.88373787,3.0,Part-time,Bachelor,Married,Rent,Rejected
58,5554849.1514912145,356.0,0.6535622219580249,17738510.785718672,9.0,Full-time,Bachelor,Single,Mortgage,Rejected
52,4818249.526274066,818.0,0.6555659009569733,22225675.399818476,16.0,Self-employed,High School,Married,Rent,Rejected
20,2991456.643973361,411.0,0.5924431854090763,8024157.54863235,3.0,Part-time,High School,Married,Own,Rejected
24,4946758.095399735,347.0,0.09966082484951289,9236774.940563882,18.0,Part-time,High School,Single,Own,Approved
28,8733861.855348825,675.0,0.9951718223740377,9050335.808799235,17.0,Part-time,Bachelor,Single,Mortgage,Approved
63,4215385.941968615,332.0,0.4004164611708274,7398731.5205042,16.0,Full-time,High School,Married,Mortgage,Rejected
25,7094610.916352013,803.0,0.6382509853969889,9799480.196947377,5.0,Full-time,Bachelor,Single,Rent,Approved
47,5077714.041135242,302.0,0.8857616941126193,10931721.926339524,27.0,Part-time,Bachelor,Married,Mortgage,Rejected
64,3398542.049327283,785.0,0.42328848841983635,6480451.246084012,6.0,Full-time,Bachelor,Divorced,Rent,Approved
45,4406806.603561239,815.0,0.7739250568055486,32372775.372327123,5.0,Full-time,Master,Married,Rent,Rejected
47,4966259.252583797,341.0,0.971824424679406,49529675.19452778,24.0,Full-time,High School,Married,Mortgage,Rejected
59,6310422.93255781,308.0,0.35893476025304827,44080150.48796055,11.0,Self-employed,High School,Single,Mortgage,Rejected
34,9760090.897638658,441.0,0.4052695702327367,3234533.4674782245,8.0,Full-time,High School,Married,Rent,Rejected
25,5109329.212028547,735.0,0.9055760589965687,21729881.650639515,17.0,Full-time,High School,Married,Own,Rejected
46,2538281.5374168865,326.0,0.159642867815183,43106218.38240585,1.0,Unemployed,High School,Single,Own,Rejected
57,1690845.197443632,342.0,0.02859483835944232,7599066.081607825,24.0,Self-employed,Master,Married,Mortgage,Approved
23,4156430.8613434676,430.0,0.9088890048491118,42534612.18595009,16.0,Full-time,High School,Married,Mortgage,Rejected
30,2743824.200033426,515.0,0.8215915741175803,30042331.254057065,20.0,Self-employed,PhD,Single,Rent,Rejected
40,6115812.595078527,819.0,0.972583032551332,46633629.07720948,0.0,Full-time,High School,Divorced,Mortgage,Rejected
49,6130511.4470128305,644.0,0.058237782710678254,43925916.59895683,22.0,Part-time,Master,Married,Mortgage,Approved
37,4708049.135384626,807.0,0.15617733044098725,34174681.78087716,8.0,Full-time,Master,Married,Mortgage,Approved
54,6314772.875799208,712.0,0.10531255908980885,33233310.33376208,5.0,Full-time,Bachelor,Single,Own,Approved
22,5129518.695538404,545.0,0.6834161322937092,11445045.917203499,,Part-time,Bachelor,Married,Rent,Approved
31,8735147.590736713,748.0,0.6060100737471432,6720895.390742418,1.0,Full-time,Bachelor,Married,Rent,Approved
46,6252249.892710067,320.0,0.35933519938725966,21354278.06847112,5.0,Full-time,Master,Married,Own,Approved
49,6791234.152296539,707.0,0.057423479402245015,10142421.935163112,8.0,Part-time,Bachelor,Married,Mortgage,Rejected
40,2103745.178359523,756.0,0.639661984046541,6018419.1662101885,2.0,Full-time,High School,Married,Mortgage,Approved
57,2657529.1055415235,743.0,0.5701204851150566,15814009.930371782,15.0,Unemployed,Bachelor,Single,Rent,Rejected
40,5957676.852208947,,0.11290321106061574,43164007.197035775,24.0,Full-time,High School,Married,Mortgage,Approved
57,,483.0,0.9089097044737141,1840259.5468997,23.0,Full-time,Master,Single,Rent,Approved
59,3751048.314249796,526.0,0.19894970967199055,15339246.404386606,14.0,Part-time,Bachelor,Single,Rent,Rejected
34,7358825.226176775,847.0,0.7435091521438564,21778557.075510122,28.0,Full-time,High School,Single,Rent,Approved
37,3708288.4005890763,545.0,0.8850758625429482,26017917.73114904,11.0,Full-time,High School,Divorced,Own,Rejected
48,2580534.5874257786,372.0,0.5794749906937084,9897297.910766473,22.0,Full-time,High School,Divorced,Rent,Rejected
67,6335086.62261163,449.0,0.24684890529825132,48246789.79206353,7.0,Unemployed,Master,Single,Rent,Rejected
57,9147064.49208169,812.0,0.3092485176251414,29364779.135037284,,Full-time,Master,Single,Mortgage,Rejected
40,3382709.6862749234,368.0,0.8857475337188323,26583416.80579516,5.0,Full-time,High School,Single,Rent,Rejected
36,7448051.596285673,529.0,0.29825715637648464,1432306.8575867168,2.0,Full-time,Bachelor,Married,Rent,Approved
60,3133650.0668709236,371.0,0.7461904833173043,24800053.590404347,22.0,Full-time,Master,Married,Own,Rejected
37,4775064.437785974,696.0,0.9901652122554053,42045860.84330402,3.0,Full-time,High School,Married,Mortgage,Approved
56,4861734.120597707,383.0,0.9998167193626778,11762582.609510893,26.0,Self-employed,High School,Married,Rent,Rejected
57,3436036.5198360677,598.0,0.5334797482693314,18209170.850934237,9.0,Unemployed,Bachelor,Married,Mortgage,Rejected
31,6750790.623096277,592.0,0.8265557967860978,2008001.769697082,13.0,Full-time,High School,Single,Rent,Rejected
30,1920558.1789517896,522.0,0.9902498679211995,48869448.197455965,20.0,Full-time,High School,Single,Rent,Rejected
67,5390095.220318158,515.0,0.3746728898419822,4265938.059274,23.0,Unemployed,PhD,Single,Mortgage,Rejected
68,7148329.156385856,530.0,0.25240958507030586,45012835.0715689,14.0,Full-time,Bachelor,Married,Rent,Rejected
39,6584326.938488408,704.0,0.11423335584218319,16336397.99484228,6.0,Full-time,Bachelor,Divorced,Rent,Approved
28,5982430.121571315,468.0,0.1408996380731261,29790263.69730805,6.0,Self-employed,Bachelor,Single,Rent,Rejected
20,8170598.786402675,628.0,0.8535563636206633,34286461.45833416,7.0,Part-time,Master,Single,Rent,Approved
22,4560765.265838629,725.0,0.588723090307074,7900629.204124611,9.0,Full-time,Bachelor,Divorced,Mortgage,Approved
40,1950547.7027665519,495.0,0.8737091753924858,22744209.511236437,18.0,Full-time,High School,Single,Own,Rejected
42,5270413.771143907,825.0,0.7894550890321684,16947838.912085474,18.0,Full-time,High School,Single,Rent,Rejected
28,4748475.378890619,376.0,0.6737446300480178,3773520.8146678014,1.0,Full-time,Master,Married,Own,Rejected
38,1000000.0,576.0,0.6093121919068607,41826489.06526586,14.0,Part-time,High School,Married,Own,Rejected
64,2749797.4789832253,765.0,0.048338904178092945,3213220.068376409,0.0,Full-time,High School,Married,Rent,Rejected
65,2494747.9273660923,747.0,0.8722751960031923,33009640.014709473,9.0,Part-time,Bachelor,Married,Own,Rejected
38,3370934.1489743018,619.0,0.41784206167971427,16389791.444572503,5.0,Full-time,High School,Married,Rent,Rejected
42,4297651.471802615,459.0,0.559786857071392,10414337.032891463,21.0,Full-time,PhD,Single,Own,Rejected
46,4374252.077591216,,0.02195350187702072,33687216.51544172,12.0,Full-time,Bachelor,Married,Rent,Approved
46,3442390.542793222,612.0,0.936073501862787,29152348.011784084,9.0,Self-employed,High School,Married,Own,Approved
58,2492122.9175326563,460.0,0.9027404610920015,16447556.611366663,11.0,Part-time,High School,Divorced,Own,Rejected
55,5754903.417518153,607.0,0.5432780299181056,26135076.66470272,23.0,Full-time,Bachelor,Divorced,Mortgage,Rejected
31,5233143.72244536,445.0,0.5773116331683574,13065617.959104262,29.0,Full-time,Bachelor,Single,Rent,Approved
46,5293342.9973140815,695.0,0.7050172124034887,43321126.49113192,5.0,Self-employed,Master,Married,Mortgage,Approved
65,8558022.43866846,388.0,0.2646948964361501,16377120.236030918,5.0,Full-time,Bachelor,Single,Own,Approved
53,5325748.107079572,607.0,0.22191562271330256,13012498.448025038,0.0,Full-time,Bachelor,Single,Mortgage,Rejected
52,4266684.455439001,845.0,0.6740229466016328,37839851.84192291,11.0,Full-time,PhD,Married,Rent,Approved
47,4788388.015157657,670.0,0.10442244615890817,1862031.9117018294,22.0,Full-time,Bachelor,Married,Own,Approved
50,5197638.442359168,750.0,0.45406200472338076,14132574.87221769,22.0,Self-employed,Bachelor,Married,Mortgage,Rejected
51,6231586.696422728,466.0,0.49276042399909004,19394365.811907485,9.0,Full-time,Bachelor,Married,Mortgage,Rejected
69,4910559.146314719,691.0,0.381336976915168,44229660.12777771,24.0,Part-time,Master,Married,Rent,Rejected
39,1114158.1989684273,790.0,0.18526817569773468,47571648.324868865,13.0,Self-employed,Bachelor,Married,Rent,Rejected
59,4126503.7535015466,449.0,0.3553162643253547,36107420.37878354,14.0,Unemployed,Bachelor,Married,Rent,Rejected
54,5002986.350726906,767.0,0.33755725356044997,25134057.26947333,27.0,Full-time,Bachelor,Single,Rent,Approved
50,7608403.131303296,342.0,0.4992656746487504,32390455.903826743,22.0,Full-time,Bachelor,Married,Rent,Approved
50,3428208.7081072275,328.0,0.6746808415785194,21286051.53238532,23.0,Full-time,High School,Divorced,Mortgage,Rejected
57,1729478.2787587421,330.0,0.9682351235261706,15642465.760584725,3.0,Full-time,Bachelor,Single,Rent,Rejected
41,5128754.41312145,427.0,0.14416326017432823,47583715.338841796,24.0,Part-time,High School,Married,Rent,Approved
64,6732473.843017425,593.0,0.8730171099410818,6654121.221486266,29.0,Self-employed,High School,Divorced,Rent,Rejected
60,4213154.117195209,740.0,0.2841780003902624,17973284.83445534,0.0,Part-time,Master,Married,Mortgage,Rejected
28,9766098.974074889,687.0,0.5913727700014056,45055359.03806906,7.0,Full-time,Bachelor,Married,Mortgage,Rejected
28,9294996.13197928,823.0,0.5467369479838681,36433930.098783426,2.0,Full-time,High School,Single,Own,Approved
34,4855054.570902165,846.0,0.5569484186282629,2425971.114825853,13.0,Full-time,High School,Married,Rent,Approved
32,5373426.31366644,409.0,0.7233586117188129,2131883.997788109,16.0,Self-employed,Bachelor,Married,Rent,Rejected
41,7737462.948417286,627.0,0.3816883057489959,26309110.668604158,1.0,Full-time,Bachelor,Single,Rent,Rejected
35,4820330.54573974,704.0,0.31909996323685563,24728399.755271062,14.0,Full-time,High School,Married,Rent,Approved
51,3391822.9654929647,544.0,0.8528345731854773,22706585.394159593,5.0,Full-time,High School,Single,Mortgage,Rejected
21,6777863.812470525,462.0,0.2200950402742703,15814844.330111437,4.0,Unemployed,High School,Married,Mortgage,Rejected
45,5928825.684870591,698.0,0.18024603731114308,49345297.27086832,13.0,Part-time,High School,Divorced,Rent,Approved
33,3385310.3759683757,698.0,0.015607436655260876,14327378.826185692,18.0,Self-employed,High School,Married,Rent,Rejected
57,5558328.3404995175,792.0,0.21057778202918676,25011970.115587533,8.0,Part-time,Bachelor,Married,Rent,Rejected
53,4679878.962783444,538.0,0.5185314333167084,20839761.74433025,7.0,Full-time,High School,Married,Own,Rejected
27,4229808.617315266,764.0,0.5385088730141135,9342221.872125363,28.0,Full-time,High School,Single,Mortgage,Rejected
55,3428320.743332316,331.0,0.25442049119553434,10928322.13713865,2.0,Full-time,Master,Divorced,Rent,Rejected
40,5242806.223245097,422.0,0.07227417004119985,45996834.358478874,17.0,Full-time,Master,Single,Rent,Rejected
65,,833.0,0.7446407963452062,43055706.4199418,7.0,Self-employed,High School,Single,Mortgage,Rejected
62,5569413.153517458,409.0,0.7579753485622998,10753170.985197267,15.0,Full-time,High School,Married,Own,Rejected
47,6639675.244129953,570.0,0.9978363962915615,43907468.571566164,,Full-time,Bachelor,Married,Mortgage,Approved
65,5463132.738861795,679.0,0.9000295705347177,11250120.373961283,14.0,Full-time,Bachelor,Single,Mortgage,Rejected
63,5497369.198752652,599.0,0.9260620645176425,31700769.765637156,20.0,Full-time,PhD,Single,Mortgage,Rejected
67,,548.0,0.7982038257439419,4982745.642713996,14.0,Part-time,Bachelor,Married,Own,Rejected
25,7348712.029029736,820.0,0.6155028533824991,44138111.68669679,15.0,Full-time,Bachelor,Single,Rent,Approved
39,,333.0,0.12854595760451049,3523514.6738078813,24.0,Full-time,Master,Single,Own,Approved
50,1776015.9963837427,527.0,0.6223132974558777,28192201.573305696,0.0,Full-time,Bachelor,Single,Rent,Approved
52,2858033.0387918255,698.0,0.055955860414626635,39205864.73383886,9.0,Full-time,High School,Single,Mortgage,Approved
63,7068527.822865745,519.0,0.8852991112711923,6724902.08412338,18.0,Full-time,Bachelor,Married,Own,Approved
26,5917795.6403965475,670.0,0.48182133541419747,20819533.107509237,4.0,Full-time,High School,Married,Rent,Rejected
27,7623885.245864113,827.0,0.6974728319758002,3055557.423012455,17.0,Self-employed,High School,Married,Rent,Rejected
28,2353896.9496667287,374.0,0.052243663695964004,34454876.289658,2.0,Full-time,Master,Single,Mortgage,Rejected
21,9640436.440534959,435.0,0.5342484229228254,16065030.153106244,3.0,Full-time,High School,Single,Rent,Rejected
36,4432631.629519293,373.0,0.30126339785336254,28410366.98728503,3.0,Part-time,High School,Single,Rent,Rejected
64,1479313.063117217,553.0,0.28496826573724565,46703881.25059772,10.0,Full-time,Master,Single,Rent,Approved
56,9391566.333951306,317.0,0.3896559147031825,15987047.291747276,8.0,Full-time,Bachelor,Single,Mortgage,Rejected
61,2379795.4769213265,342.0,0.0006394608605349017,3382746.110128607,0.0,Unemployed,High School,Single,Rent,Rejected
63,4204208.5729655735,349.0,0.4666608817201735,34105760.617236316,27.0,Part-time,High School,Single,Rent,Rejected
36,4588495.519120668,814.0,0.4865666836079383,39555215.591194205,24.0,Part-time,High School,Married,Own,Rejected
57,5888166.285000658,602.0,0.8631309158390641,47935559.43400122,15.0,Full-time,High School,Single,Rent,Rejected
54,3417393.048133271,441.0,0.4485256078824824,8732242.974257624,8.0,Full-time,Master,Single,Mortgage,Rejected
66,7078626.457551554,501.0,0.36355629386767285,20214856.33069134,10.0,Full-time,High School,Single,Mortgage,Approved
58,6507272.339021486,506.0,0.9947470513624633,42362882.54124827,5.0,Full-time,Bachelor,Single,Own,Approved
49,,714.0,0.5712133246024963,40536698.27017509,26.0,Unemployed,High School,Married,Rent,Rejected
25,7648658.868922993,520.0,0.47261320863413947,31614989.65935926,16.0,Full-time,Master,Single,Own,Approved
23,4864286.558323856,661.0,0.4959358345483794,14199058.714932002,26.0,Full-time,Bachelor,Single,Mortgage,Approved
56,4448708.292982585,380.0,0.8091812975088051,14917729.241888102,28.0,Self-employed,Master,Single,Rent,Rejected
54,8996205.533317665,584.0,0.34067636897016085,7076146.736582985,11.0,Part-time,Bachelor,Single,Mortgage,Approved
28,5591472.084579776,668.0,0.3891604626859456,46170830.015509576,21.0,Unemployed,Master,Married,Mortgage,Rejected
25,3028697.2344146627,791.0,0.7558733593374654,9473644.217332821,7.0,Part-time,Master,Divorced,Mortgage,Rejected
32,3299461.439606386,645.0,0.07298373961376947,29071443.457815416,15.0,Full-time,Master,Single,Mortgage,Rejected
41,5037916.281305503,503.0,0.8651691581432587,29633219.43212353,4.0,Self-employed,High School,Married,Own,Rejected
47,1000000.0,324.0,0.43020269646796994,19110666.618568175,20.0,Full-time,High School,Single,Mortgage,Rejected
49,3734021.0695698233,368.0,0.5812929755056484,18273404.589267302,0.0,Full-time,High School,Single,Mortgage,Rejected
55,4799212.023066238,815.0,0.7574761592598351,33760832.5093557,16.0,Part-time,High School,Single,Rent,Rejected
21,4665604.959364568,791.0,0.26605192243934483,20026591.119478412,23.0,Part-time,Master,Married,Mortgage,Rejected
55,2485113.504513378,539.0,0.8903142083206511,13500654.273562035,28.0,Self-employed,Bachelor,Single,Mortgage,Rejected
27,4102968.41712027,660.0,0.9792249722566108,20557453.417601515,20.0,Unemployed,Bachelor,Divorced,Mortgage,Rejected
64,7359607.794330771,740.0,0.4942743614061246,40575441.80561175,7.0,Self-employed,High School,Married,Own,Rejected
61,6946297.660685775,330.0,0.9369373650326733,48357444.301428095,9.0,Full-time,High School,Single,Rent,Rejected
69,5191232.7894580485,621.0,0.0011286225269827588,32161561.292238396,17.0,Part-time,High School,Married,Own,Approved
28,4862180.047218017,643.0,0.8942378296355283,39322960.04872122,14.0,Part-time,Bachelor,Divorced,Mortgage,Rejected
20,4676746.503076208,835.0,0.31104531975130556,27108418.2043179,,Unemployed,Master,Married,Mortgage,Rejected
32,5472620.125189846,654.0,0.31149542472760194,31616333.962578453,12.0,Full-time,High School,Married,Rent,Approved
69,5205137.68934902,770.0,0.2280888647699394,49416246.18009143,,Full-time,Bachelor,Single,Rent,Rejected
34,5648281.941742053,404.0,0.3170139011509019,22482524.370393664,29.0,Self-employed,Bachelor,Single,Mortgage,Rejected
51,6003588.349877711,621.0,0.2134845836986351,4246480.1507557975,9.0,Full-time,Master,Single,Rent,Approved
53,2577785.0216255984,826.0,0.9058691063099717,47893338.973148376,8.0,Full-time,High School,Married,Rent,Rejected
62,4379462.616770599,803.0,0.8990237272133664,39860024.32427383,12.0,Full-time,Bachelor,Divorced,Mortgage,Rejected
50,5395824.819792395,384.0,0.10221131492062252,20517208.025314994,,Full-time,High School,Married,Own,Rejected
33,3068329.846552915,534.0,0.14285842886649247,49137357.62751567,21.0,Part-time,Bachelor,Married,Own,Rejected
66,3652357.291281237,562.0,0.8620186390106666,17931251.76708268,26.0,Full-time,Bachelor,Single,Mortgage,Rejected
33,4564206.584762861,305.0,0.39893777087274596,19233889.604393408,22.0,Part-time,Master,Married,Rent,Rejected
67,4662330.683526903,793.0,0.16927167733927828,30876836.306306116,2.0,Full-time,High School,Married,Mortgage,Rejected
48,5433205.573782628,588.0,0.5106694024365672,14443021.921612479,0.0,Full-time,High School,Married,Rent,Approved
66,3303938.4740840904,649.0,0.416668049920095,35230002.771405905,1.0,Full-time,Bachelor,Married,Own,Approved
38,6936040.909789468,499.0,0.2191615537379652,8489664.89357479,10.0,Part-time,Bachelor,Married,Rent,Rejected
46,4645848.218982345,634.0,0.7207522182776344,6293240.648549522,13.0,Full-time,Bachelor,Married,Rent,Rejected
28,5290395.403210801,516.0,0.6312893123327309,27209022.370643623,9.0,Part-time,Master,Divorced,Rent,Rejected
56,4260335.116637556,652.0,0.09966161355544056,28219190.437325653,6.0,Part-time,Bachelor,Married,Rent,Rejected
56,5471301.500385026,624.0,0.9253867143253425,6226098.411854841,22.0,Part-time,Bachelor,Single,Rent,Rejected
62,8342442.31888126,527.0,0.5584699657300691,48244636.795426406,27.0,Part-time,Bachelor,Married,Rent,Rejected
47,4241762.314774146,444.0,0.2502044870635418,29091046.222747102,0.0,Full-time,Master,Single,Own,Rejected
43,3911007.2911606263,607.0,0.2062918150723635,8400714.63234938,25.0,Full-time,Bachelor,Married,Rent,Rejected
47,3339688.890044635,584.0,0.13594798137220154,16260683.692282652,6.0,Full-time,High School,Single,Own,Approved
55,4880756.3006337425,691.0,0.42463740639035075,40211476.48272497,14.0,Full-time,Bachelor,Divorced,Own,Approved
37,4857592.639460569,659.0,0.13554101309083677,26638344.86541106,25.0,Self-employed,PhD,Married,Own,Rejected
44,5102886.029196364,464.0,0.41581641259522617,10219269.078781225,10.0,Self-employed,High School,Single,Own,Rejected
54,5936511.759472632,523.0,0.14877042823411768,6039599.631028433,5.0,Full-time,Bachelor,Single,Mortgage,Rejected
23,5684336.214094812,423.0,0.6568075215238893,22107946.199636754,26.0,Full-time,Master,Married,Own,Rejected
33,4954957.036934585,643.0,0.7852420216863583,17533320.725635275,21.0,Self-employed,Bachelor,Married,Own,Approved
58,8907603.136077823,823.0,0.5495227475227586,33139950.2716167,6.0,Full-time,Bachelor,Single,Mortgage,Rejected
45,,351.0,0.6800568748548973,46337102.3606071,6.0,Part-time,High School,Single,Rent,Rejected
27,2821480.1143186768,428.0,0.9383787370840609,13138784.00293378,,Full-time,Bachelor,Married,Rent,Rejected
43,1909596.0284754795,434.0,0.6383715295706078,42906462.730859414,9.0,Full-time,High School,Married,Rent,Rejected
35,3608701.7489311663,426.0,0.3641581981838826,46102636.94381482,20.0,Self-employed,PhD,Single,Rent,Rejected
39,5305316.760100256,370.0,0.44948015867491553,45198127.37402517,14.0,Full-time,Master,Married,Rent,Rejected
34,3441000.688064432,572.0,0.860525226072037,47651789.16732633,29.0,Part-time,Master,Divorced,Own,Rejected
26,3744745.510386896,486.0,0.1307203189500964,42263322.48433449,29.0,Self-employed,Bachelor,Single,Mortgage,Rejected
36,5052134.077152968,302.0,0.3257370224504327,30080814.264436837,7.0,Part-time,High School,Married,Own,Rejected
41,4316054.682227446,584.0,0.5772800689704841,21082458.836801853,23.0,Part-time,High School,Single,Own,Approved
41,1000000.0,321.0,0.6763895694084344,25092701.51565479,18.0,Full-time,High School,Single,Rent,Rejected
31,7154353.056984775,465.0,0.7634990754317053,43757996.569001675,2.0,Part-time,Bachelor,Single,Rent,Rejected
37,6689913.7818136625,609.0,0.31820679599608714,15768520.49344194,22.0,Self-employed,Bachelor,Married,Rent,Rejected
65,2429758.283373935,776.0,0.1458591340091503,8803823.022713624,14.0,Unemployed,Bachelor,Married,Mortgage,Rejected
66,5113782.1993157435,797.0,0.9548392096765598,7900141.688555963,3.0,Part-time,Bachelor,Married,Mortgage,Rejected
34,2766896.939426622,733.0,0.07639221713203947,41522735.88534502,5.0,Part-time,PhD,Single,Mortgage,Rejected
56,3782406.8402900505,533.0,0.09580535578688543,38312798.630174786,24.0,Full-time,High School,Single,Own,Approved
35,5972305.901710705,675.0,0.49494254190196885,25384621.711270735,9.0,Self-employed,Bachelor,Married,Mortgage,Approved
24,6620094.234800105,545.0,0.8192710281435983,14468699.976515504,17.0,Part-time,High School,Single,Rent,Rejected
21,6573285.87829233,602.0,0.7745041063553267,34203045.60158796,15.0,Part-time,Bachelor,Single,Own,Approved
47,5489678.408199906,704.0,0.9376992661940918,2883221.7741910205,17.0,Full-time,High School,Married,Rent,Rejected
60,7550411.47286489,320.0,0.1416025756129884,28843162.967666406,5.0,Self-employed,Bachelor,Divorced,Mortgage,Rejected
46,3778876.6011412363,556.0,0.37572725706243604,20522833.26823372,18.0,Full-time,High School,Single,Own,Rejected
50,4222741.672621404,698.0,0.2821421287217101,48915122.056786455,16.0,Full-time,High School,Married,Rent,Approved
60,1000000.0,828.0,0.860870123554672,25870452.206415772,17.0,Part-time,Master,Single,Mortgage,Rejected
55,4813886.9643366225,350.0,0.48835462028120036,28061119.870063122,29.0,Part-time,High School,Married,Own,Rejected
66,6159386.928073138,,0.026847934415666352,35905770.50869814,12.0,Full-time,Bachelor,Married,Rent,Approved
62,5570519.224017803,569.0,0.7079644068383966,24742385.57515669,6.0,Part-time,Bachelor,Married,Rent,Rejected
20,3751959.2935133004,561.0,0.3886980978266026,12003862.34456082,19.0,Full-time,Bachelor,Married,Rent,Rejected
